,cad_ig_oas,us_ig_oas,us_hy_oas,eur_ig_oas,cad_ig_oas_1-5yr,cad_ig_oas_5-10yr,cad_ig_oas_>10yr,cad_ig_oas_fins,cad_ig_oas_industrials,cad_ig_oas_utility,cad_ig_oas_a,cad_ig_oas_bbb,cad_prov_oas,cad_prov_oas_1-5yr,cad_prov_oas_5-10yr,cad_prov_oas_10yr,cad_prov_cmb,us_ig_oas_aaa,us_ig_oas_aa,us_ig_oas_a,us_ig_oas_bbb,us_ig_oas_1-3yr,us_ig_oas_3-5yr,us_ig_oas_5-7yr,us_ig_oas_7-10yr,us_ig_oas_10yr,us_ig_oas_industrials,us_ig_oas_uts,us_ig_oas_fins
2003-03-19,-0.54584,0.990379,5.621245,0.052378,,,,-0.585972,-0.570012,-0.052953,-0.955666,1.134707,,,,,-0.193209,0.144738,0.659301,0.597351,1.614274,0.153129,0.265234,0.626191,0.534726,0.486718,0.807015,2.904035,0.784995
2003-03-20,-0.56633,1.002503,5.768965,0.062537,,,,-0.490861,-0.637661,-0.052953,-0.916011,1.13851,,,,,-0.166277,0.104157,0.657341,0.581978,1.662349,0.125099,0.233811,0.602587,0.50076,0.46859,0.826447,2.906884,0.79015
2003-03-21,-0.465514,1.08844,6.297709,0.080047,,,,-0.366279,-0.546142,-0.052953,-0.824774,1.224892,,,,,-0.128212,0.057591,0.672107,0.636191,1.828837,0.087688,0.17693,0.603507,0.529607,0.540754,0.934973,2.974971,0.851741
2003-03-24,-0.616151,1.126542,5.811668,0.076695,,,,-0.423754,-0.735408,-0.052953,-0.892151,1.235813,,,,,-0.118945,0.169712,0.74308,0.698912,1.794507,0.169685,0.310761,0.700271,0.635626,0.554379,0.93301,3.011775,0.940801
2003-03-25,-0.470754,1.16878,5.966913,0.092816,,,,-0.417671,-0.533022,-0.052953,-0.786862,1.2378,,,,,-0.093599,0.199031,0.754953,0.753029,1.80247,0.19647,0.350467,0.740255,0.681453,0.543828,0.969811,3.017672,0.998485
2003-03-26,-0.267068,1.359786,6.015954,0.110019,,,,0.008603,-0.420479,-0.052953,-0.429054,1.239548,,,,,-0.058219,0.221651,0.829002,0.909923,2.06382,0.206356,0.378784,0.818789,0.829203,0.68345,1.106603,3.24845,1.248941
2003-03-27,-0.153341,1.338997,6.034928,0.108944,,,,-0.004236,-0.25492,-0.052953,-0.415727,1.808938,,,,,-0.042389,0.234531,0.816258,0.890148,2.044756,0.218903,0.393318,0.820557,0.829942,0.66134,1.074578,3.226813,1.242626
2003-03-28,-0.16462,1.35129,5.968742,0.112561,,,,-0.003321,-0.271347,-0.052953,-0.41325,1.907963,,,,,-0.060429,0.260978,0.876859,0.88717,2.045061,0.238749,0.444654,0.837232,0.831041,0.660532,1.052331,3.171765,1.314519
2003-03-31,-0.302498,1.406264,6.571483,0.102546,0.325286,-0.032923,-1.407239,-0.150673,-0.405508,-0.052953,-0.614329,1.783996,-0.095321,0.042579,-0.038669,-0.216114,-0.067509,0.307919,0.864999,0.863573,2.201119,0.277762,0.514239,0.870754,0.862362,0.700492,1.157975,3.472436,1.247384
2003-04-01,-0.334293,1.443065,6.828973,0.129375,,,,0.004009,-0.498518,-0.052953,-0.742204,1.786489,,,,,-0.090712,0.283453,0.865773,0.85201,2.304576,0.271834,0.497728,0.843109,0.838345,0.722898,1.212638,3.534588,1.25571
2003-04-02,-0.319926,1.485463,7.385354,0.133547,,,,0.007033,-0.480281,-0.052953,-0.682767,1.78756,,,,,-0.083876,0.242391,0.875788,0.872604,2.447298,0.24605,0.437255,0.805714,0.874,0.785721,1.255864,3.567537,1.299192
2003-04-03,-0.336992,1.57203,7.653068,0.155404,,,,0.102974,-0.534577,-0.052953,-0.668417,1.788079,,,,,-0.060273,0.258138,0.897128,0.942315,2.603179,0.254001,0.448542,0.846542,0.959077,0.859784,1.324471,3.674904,1.403565
2003-04-04,-0.264608,1.555849,7.841772,0.148199,,,,0.23133,-0.480596,-0.052953,-0.648242,1.904443,,,,,-0.023061,0.269299,0.914163,0.969665,2.524585,0.24696,0.458782,0.875779,0.955685,0.865458,1.273981,3.638446,1.435374
2003-04-07,-0.277938,1.635404,8.490556,0.174929,,,,0.233632,-0.499068,-0.052953,-0.649459,1.899869,,,,,0.011021,0.253626,0.934976,1.037552,2.66161,0.242077,0.435819,0.879678,1.002025,0.929575,1.38181,3.786451,1.463212
2003-04-08,-0.36102,1.630746,8.207093,0.17415,,,,0.233813,-0.609681,-0.052953,-0.676474,1.906152,,,,,0.033534,0.316935,0.976171,1.119517,2.509336,0.275367,0.508548,0.967446,1.032417,0.915817,1.33601,3.688858,1.532259
2003-04-09,-0.218292,1.595628,8.032049,0.19452,,,,0.23291,-0.419907,-0.052953,-0.556022,2.019173,,,,,0.035522,0.368676,0.958495,1.079381,2.453668,0.291709,0.567601,1.036678,1.068807,0.867369,1.282426,3.789311,1.488764
2003-04-10,-0.12269,1.594381,8.247649,0.181074,,,,0.28689,-0.310657,-0.052953,-0.457574,2.012318,,,,,0.048168,0.351487,0.941069,1.042443,2.517054,0.290342,0.549827,1.015911,1.037046,0.874611,1.313401,3.837137,1.435381
2003-04-11,-0.117635,1.633259,8.481271,0.190967,,,,0.290157,-0.305003,-0.052953,-0.442418,2.014441,,,,,0.092573,0.350215,0.94809,1.052468,2.602559,0.297517,0.546769,1.014171,1.047963,0.913343,1.366274,3.986431,1.430749
2003-04-14,-0.034409,1.745134,9.225,0.191425,,,,0.301354,-0.198057,-0.052953,-0.335505,2.024185,,,,,0.106603,0.354338,1.051526,1.151741,2.732572,0.293631,0.547983,1.058522,1.14578,0.988976,1.449986,4.129296,1.570871
2003-04-15,-0.041403,1.997291,9.536048,0.216859,,,,0.30377,-0.208271,-0.052953,-0.275677,2.033075,,,,,0.169565,0.383053,1.101999,1.371182,3.08087,0.343987,0.617509,1.149084,1.272405,1.075993,1.720592,4.246143,1.831488
2003-04-16,0.021002,2.097312,9.483386,0.222104,,,,0.312593,-0.128302,-0.052953,-0.266912,2.040667,,,,,0.173777,0.402986,1.139032,1.482178,3.196122,0.359073,0.646668,1.200849,1.342593,1.135814,1.818582,4.326273,1.938776
2003-04-17,0.092676,2.135587,9.735472,0.225147,,,,0.529601,-0.104494,-0.052953,-0.14011,2.039636,,,,,0.152675,0.404693,1.15247,1.509259,3.269654,0.367119,0.650176,1.215567,1.347469,1.173214,1.866799,4.364137,1.9646
2003-04-21,0.173231,2.306068,10.065016,,,,,0.568221,-0.010307,-0.052953,-0.046489,2.191914,,,,,0.148712,0.410194,1.238796,1.644125,3.493185,0.373936,0.648714,1.239217,1.451918,1.327861,2.046761,4.40489,2.153451
2003-04-22,0.2272,2.342956,10.226517,0.229526,,,,0.603653,0.049775,-0.052953,-0.025239,2.211919,,,,,0.139884,0.429395,1.243828,1.684409,3.556892,0.376997,0.672915,1.271187,1.478733,1.387054,2.087208,4.43141,2.188256
2003-04-23,0.226616,2.558451,10.388424,0.245194,,,,0.607945,0.047621,-0.052953,-0.005447,2.212753,,,,,0.100384,0.433342,1.310255,1.908303,3.806911,0.378872,0.678905,1.33176,1.626381,1.522716,2.28186,4.509359,2.46222
2003-04-24,0.038455,2.586357,10.34343,0.261239,,,,0.701539,-0.233322,-0.052953,-0.24916,2.2901,,,,,0.087849,0.468104,1.326671,1.94617,3.831844,0.409432,0.727345,1.352524,1.643361,1.557278,2.314185,4.551285,2.481343
2003-04-25,0.066899,2.546137,10.63657,0.25992,,,,0.739259,-0.208128,-0.052953,-0.261178,2.29173,,,,,0.091566,0.492832,1.327155,1.915478,3.772214,0.41378,0.753931,1.37117,1.64554,1.546846,2.267349,4.522621,2.446781
2003-04-28,0.077652,2.573627,11.014211,0.263673,,,,0.741112,-0.194524,-0.052953,-0.267701,2.290606,,,,,0.098924,0.499999,1.343082,1.938707,3.83619,0.421567,0.76647,1.391161,1.675975,1.556735,2.303833,4.526508,2.468436
2003-04-29,0.269214,2.629969,11.292342,0.279456,,,,0.800144,0.040585,-0.052953,-0.021269,2.326896,,,,,0.124837,0.481677,1.3384,1.970203,3.954969,0.415097,0.746172,1.373167,1.696526,1.603688,2.396213,4.531162,2.491393
2003-04-30,0.241416,3.066314,12.671017,0.301226,0.89517,0.509979,-0.919485,0.804817,0.001994,-0.052953,-0.033256,2.55468,0.119674,0.100588,0.17603,0.087678,0.133772,0.513911,1.494034,2.307912,4.61417,0.480353,0.819416,1.519519,1.906142,1.851244,2.870993,5.514551,2.751431
2003-05-01,0.273345,3.108562,12.635194,0.307485,,,,0.799609,0.053252,-0.052953,0.027946,2.54901,,,,,0.132869,0.488966,1.498843,2.351575,4.667195,0.474005,0.804186,1.49979,1.873696,1.8773,2.908149,5.544458,2.802911
2003-05-02,0.314558,3.169535,12.963291,0.303497,,,,0.813916,0.10836,-0.052953,0.04731,2.549841,,,,,0.159269,0.48756,1.504119,2.375738,4.841176,0.458107,0.802631,1.518426,1.927819,1.966924,3.011074,5.55929,2.821888
2003-05-05,0.286339,3.230061,12.956147,,,,,0.801519,0.071972,-0.052953,0.050539,2.566867,,,,,0.158773,0.504153,1.496787,2.415093,4.954251,0.477453,0.819172,1.529661,1.95122,2.042225,3.115164,5.720909,2.804175
2003-05-06,0.245647,3.284659,12.610794,0.321477,,,,0.77177,0.025671,-0.052953,0.021899,2.590454,,,,,0.178891,0.521374,1.506861,2.442481,5.016761,0.471449,0.827711,1.569706,2.019175,2.09274,3.212595,5.72577,2.816711
2003-05-07,0.212793,3.382376,12.302099,0.318897,,,,0.718602,0.003441,-0.052953,-0.034135,2.725771,,,,,0.136608,0.568166,1.557491,2.539748,5.129323,0.516169,0.889657,1.648621,2.10986,2.126612,3.324772,5.838676,2.893034
2003-05-08,0.200423,3.33041,12.18964,0.318431,,,,0.72362,-0.018053,-0.052953,-0.179833,2.736702,,,,,0.113361,0.570728,1.567305,2.483394,5.084994,0.52032,0.888943,1.660004,2.10068,2.071989,3.261878,5.803471,2.850966
2003-05-09,0.164522,3.338472,12.251948,0.309653,,,,0.726759,-0.074199,-0.052953,-0.257646,2.74078,,,,,0.108248,0.531032,1.566837,2.481344,5.111597,0.490565,0.838683,1.640076,2.07695,2.084521,3.272088,5.791823,2.860889
2003-05-12,0.136119,3.38141,12.112822,0.304959,,,,0.680829,-0.093437,-0.052953,-0.283303,2.744871,,,,,0.082591,0.519025,1.57522,2.559943,5.147729,0.506007,0.828148,1.653059,2.079766,2.079911,3.285979,5.815709,2.944922
2003-05-13,0.110649,3.304755,12.099008,0.312308,,,,0.653279,-0.117851,-0.052953,-0.311182,2.750974,,,,,0.088457,0.523119,1.562732,2.499332,5.087133,0.501892,0.819515,1.669835,2.086081,2.02651,3.224317,5.585531,2.885369
2003-05-14,-0.100167,3.327117,11.641668,0.331687,,,,0.6307,-0.426895,-0.052953,-0.52074,2.602933,,,,,0.125292,0.559806,1.598515,2.54633,5.04108,0.526652,0.868173,1.691629,2.108106,2.046606,3.241927,5.606483,2.914315
2003-05-15,-0.05367,3.190927,12.018568,0.325462,,,,0.631925,-0.35687,-0.052953,-0.520767,2.599482,,,,,0.122531,0.537953,1.493784,2.475806,4.859966,0.525113,0.84443,1.660428,2.016595,1.901813,3.064692,5.229642,2.886011
2003-05-16,-0.044662,3.144169,11.928454,0.325281,,,,0.641973,-0.348361,-0.052953,-0.500564,2.616236,,,,,0.118353,0.548225,1.487231,2.430658,4.787974,0.518782,0.845643,1.691224,2.033399,1.850782,3.016789,5.130899,2.852949
2003-05-19,-0.030815,3.086929,11.887793,0.317234,,,,0.640637,-0.326577,-0.052953,-0.475407,2.627217,,,,,0.12031,0.52152,1.420775,2.368625,4.770931,0.504868,0.804551,1.65672,1.972856,1.832198,2.991331,5.146641,2.738677
2003-05-20,-0.117526,2.96496,11.441232,0.305264,,,,0.633568,-0.454651,-0.052953,-0.525823,2.64033,,,,,0.091703,0.491167,1.373344,2.249115,4.583449,0.501597,0.769954,1.59851,1.90207,1.646273,2.864774,5.046039,2.617849
2003-05-21,-0.055576,3.065768,11.612716,0.303995,,,,0.634437,-0.361082,-0.052953,-0.531863,2.867929,,,,,0.071948,0.485488,1.421085,2.360888,4.718832,0.497793,0.764024,1.627375,1.920784,1.781129,2.972295,5.190259,2.70004
2003-05-22,-0.132954,3.058086,11.332873,0.305142,,,,0.579327,-0.449906,-0.052953,-0.61622,2.906798,,,,,0.05326,0.405046,1.428684,2.364991,4.694092,0.439781,0.658541,1.568594,1.864172,1.790094,2.975458,5.071177,2.704952
2003-05-23,-0.109282,3.152954,11.251801,0.310738,,,,0.582216,-0.415381,-0.052953,-0.664842,2.912541,,,,,0.061555,0.40837,1.493465,2.443653,4.822124,0.449024,0.671249,1.594858,1.897264,1.868592,3.091115,5.220069,2.761179
2003-05-27,-0.058556,3.100447,11.415551,0.352364,,,,0.511304,-0.301025,-0.052953,-0.621045,2.943551,,,,,0.055825,0.402997,1.452038,2.396323,4.786587,0.42979,0.669712,1.596111,1.877091,1.831026,3.027623,5.141126,2.728345
2003-05-28,-0.174051,3.132402,11.520877,0.36569,,,,0.487173,-0.464176,-0.052953,-0.589528,2.986476,,,,,0.050471,0.404855,1.463894,2.404662,4.833672,0.426464,0.691454,1.614412,1.877579,1.829598,3.026411,5.214085,2.792234
2003-05-29,-0.352622,3.293691,11.10126,0.34789,,,,0.50526,-0.745373,-0.052953,-0.642368,2.989894,,,,,0.047857,0.398172,1.537197,2.552249,4.982805,0.450884,0.678983,1.622032,1.971952,1.887817,3.141955,5.353885,3.016186
2003-05-30,-0.275952,3.382519,11.315458,0.347144,0.895421,0.365878,-3.814776,0.504829,-0.628786,-0.052953,-0.640586,3.015295,0.075313,0.082988,0.174851,-0.002459,0.261722,0.411729,1.59185,2.549099,5.197139,0.443017,0.710751,1.680023,2.012762,1.981644,3.290405,5.445634,3.029445
2003-06-02,-0.134247,3.420646,11.655264,0.352455,,,,0.494828,-0.401269,-0.052953,-0.474408,3.03312,,,,,0.259947,0.39501,1.612709,2.56325,5.259687,0.433485,0.683816,1.684069,2.046266,1.992309,3.331865,5.41049,3.080389
2003-06-03,-0.148114,3.37512,11.317223,0.356758,,,,0.50999,-0.431402,-0.052953,-0.509747,3.082673,,,,,0.268897,0.413123,1.597381,2.521928,5.188551,0.457429,0.688972,1.679146,2.011649,1.956485,3.284479,5.328295,3.046143
2003-06-04,-0.063128,3.32175,11.26424,0.366439,,,,0.514671,-0.301025,-0.052953,-0.52311,3.062018,,,,,0.27487,0.42554,1.592912,2.426484,5.161049,0.46118,0.704328,1.671915,2.000408,1.912131,3.224479,5.344995,2.98464
2003-06-05,-0.032147,3.388423,11.601199,0.362906,,,,0.520416,-0.255862,-0.052953,-0.516108,3.05534,,,,,0.273628,0.409557,1.645451,2.490459,5.255658,0.442836,0.694906,1.708578,2.053889,1.960535,3.283297,5.394315,3.065099
2003-06-06,-0.092316,3.442541,11.961967,0.389452,,,,0.549302,-0.365986,-0.052953,-0.583781,3.078251,,,,,0.26396,0.435007,1.665043,2.480753,5.418939,0.461337,0.740977,1.74815,2.127637,1.988034,3.37006,5.442172,3.079694
2003-06-09,-0.118515,3.609827,11.733161,0.370762,,,,0.560401,-0.413193,-0.052953,-0.602465,3.162537,,,,,0.259028,0.445629,1.73862,2.665128,5.526774,0.480785,0.791342,1.782731,2.178393,2.068944,3.456522,5.450556,3.386333
2003-06-10,-0.122482,3.615466,11.411861,0.385979,,,,0.571891,-0.425996,-0.052953,-0.630475,3.168913,,,,,0.241436,0.45302,1.726269,2.696844,5.478229,0.509599,0.780762,1.761188,2.149651,2.059237,3.429563,5.503943,3.422003
2003-06-11,0.069641,3.653024,11.871674,0.382952,,,,0.648535,-0.168643,-0.052953,-0.497329,3.157474,,,,,0.248643,0.44129,1.749094,2.734151,5.552814,0.500316,0.765717,1.790815,2.205364,2.071411,3.467005,5.548779,3.458075
2003-06-12,0.026168,3.712734,12.056672,0.391241,,,,0.665363,-0.246188,-0.052953,-0.526688,3.379771,,,,,0.226071,0.427656,1.813956,2.784255,5.605183,0.4902,0.768018,1.795164,2.214505,2.108353,3.522528,5.581186,3.529595
2003-06-13,-0.014979,3.798741,12.90227,0.403063,,,,0.723685,-0.343619,-0.052953,-0.533522,3.399606,,,,,0.187129,0.418918,1.842227,2.79107,5.826337,0.503147,0.760015,1.781732,2.220749,2.19214,3.686301,5.948292,3.45177
2003-06-16,0.174009,3.846021,13.416888,0.407009,,,,0.730885,-0.051952,-0.052953,-0.471948,3.393588,,,,,0.216209,0.402931,1.848801,2.828839,5.930832,0.491168,0.747217,1.804346,2.277985,2.202502,3.735712,5.947804,3.507472
2003-06-17,0.252609,3.967132,14.006565,0.401372,,,,0.782547,0.042089,-0.052953,-0.320994,3.661883,,,,,0.237846,0.409735,1.886391,2.935921,6.09538,0.490801,0.748025,1.86947,2.412909,2.287799,3.844215,5.962252,3.669282
2003-06-18,0.237513,3.987179,14.476001,0.438254,,,,0.787844,0.016032,-0.052953,-0.301431,3.67827,,,,,0.237916,0.382376,1.87343,2.915727,6.16224,0.465176,0.714649,1.858151,2.414023,2.3022,3.899296,5.971981,3.647307
2003-06-19,0.289435,3.930237,14.429027,0.433553,,,,0.827804,0.07463,-0.052953,-0.246812,3.578932,,,,,0.250475,0.394978,1.848456,2.871804,6.05665,0.470259,0.728172,1.850105,2.380247,2.253643,3.833325,5.919476,3.600536
2003-06-20,0.300789,3.901792,14.702319,0.440838,,,,0.825249,0.093756,-0.052953,-0.209164,3.576383,,,,,0.276346,0.383549,1.833148,2.823249,6.025088,0.460084,0.710683,1.820031,2.353337,2.230174,3.805225,5.896852,3.57011
2003-06-23,0.171385,3.748549,14.256404,0.423611,,,,0.8406,-0.117291,-0.052953,-0.22979,3.591997,,,,,0.270088,0.433836,1.774896,2.6357,5.89692,0.518725,0.761742,1.781346,2.204276,2.141654,3.674681,6.053162,3.315505
2003-06-24,0.213972,3.771111,14.04368,0.423375,,,,0.842943,-0.05212,-0.052953,-0.233947,3.626974,,,,,0.288612,0.464168,1.778874,2.662886,5.925168,0.549583,0.802997,1.789461,2.203198,2.176727,3.704467,6.088834,3.326094
2003-06-25,0.328125,3.787504,14.57997,0.418614,,,,0.879971,0.10555,-0.052953,-0.16279,3.596784,,,,,0.308076,0.476699,1.802488,2.701037,5.940924,0.554124,0.839456,1.866189,2.264664,2.128323,3.693049,6.093427,3.379909
2003-06-26,0.378098,3.782367,15.241221,0.437323,,,,0.8795,0.1839,-0.052953,-0.152139,3.488708,,,,,0.369902,0.42283,1.768329,2.689719,5.958584,0.507147,0.76643,1.828177,2.257575,2.121379,3.7138,6.060628,3.348258
2003-06-27,0.299487,3.790804,15.256804,0.429154,,,,0.879153,0.061412,-0.052953,-0.108161,3.501289,,,,,0.37773,0.397978,1.774964,2.673978,5.953774,0.4914,0.712724,1.806475,2.259123,2.121108,3.73552,6.040012,3.34666
2003-06-30,0.166574,3.785934,15.048691,0.446086,1.25402,0.532396,-2.675218,0.883142,-0.14868,-0.052953,-0.125809,3.533291,0.164829,0.144685,0.249371,0.113536,0.367687,0.417226,1.801626,2.667457,5.907862,0.500277,0.757319,1.815242,2.280629,2.077764,3.727696,5.823313,3.39566
2003-07-01,0.228643,3.760335,15.127763,0.444999,,,,0.883593,-0.046087,-0.055353,-0.123762,3.537304,,,,,0.372784,0.424798,1.799122,2.663081,5.824256,0.497855,0.762902,1.8342,2.277239,2.042103,3.685101,5.814027,3.38752
2003-07-02,0.244829,3.766319,14.99839,0.463618,,,,0.877641,-0.016113,-0.047009,-0.126334,3.582404,,,,,0.381552,0.421922,1.784364,2.669928,5.827878,0.503377,0.767493,1.82211,2.246311,2.044459,3.689046,5.788003,3.403768
2003-07-03,0.312567,3.723825,15.440876,0.450807,,,,0.862505,0.104843,-0.031556,-0.074394,3.471385,,,,,0.435384,0.396519,1.760715,2.627084,5.748606,0.476975,0.752114,1.752067,2.213809,2.004713,3.652295,5.7306,3.356912
2003-07-07,0.322228,3.781704,15.811869,0.451157,,,,0.865323,0.119333,-0.037771,-0.010505,3.411989,,,,,0.480022,0.343616,1.764197,2.70409,5.750847,0.470378,0.704136,1.646786,2.223603,1.970915,3.701949,5.787059,3.425359
2003-07-08,0.290471,3.89186,15.984653,0.442825,,,,0.905863,0.041937,-0.035694,0.061423,3.416403,,,,,0.501594,0.327745,1.768608,2.783781,5.92207,0.478316,0.700508,1.594078,2.246968,2.070132,3.856863,5.793424,3.503427
2003-07-09,0.399885,3.934226,15.940236,0.448301,,,,0.962781,0.18771,-0.02715,0.293738,3.416688,,,,,0.512962,0.382056,1.776528,2.803111,6.003902,0.520733,0.747557,1.725405,2.305161,2.061493,3.861588,5.956319,3.565046
2003-07-10,0.39348,3.927683,15.861064,0.446199,,,,0.973332,0.170749,-0.026604,0.196453,3.428872,,,,,0.555621,0.395031,1.774296,2.799829,6.011595,0.529535,0.784857,1.715399,2.314442,2.053845,3.846888,5.958446,3.566794
2003-07-11,0.427998,3.878535,15.734238,0.443017,,,,0.986717,0.219672,-0.034413,0.269895,3.409365,,,,,0.557884,0.432599,1.742396,2.761278,5.952386,0.553947,0.819642,1.779791,2.272725,2.030422,3.797312,5.883233,3.524493
2003-07-14,0.477999,3.920668,16.354125,0.442403,,,,1.052361,0.262421,-0.034771,0.342013,3.419394,,,,,0.579219,0.436427,1.752697,2.793518,6.063916,0.554455,0.821765,1.805207,2.319899,2.078788,3.859291,5.849972,3.558989
2003-07-15,0.642556,3.916456,17.335079,0.441887,,,,1.063814,0.526233,0.018588,0.408406,3.44963,,,,,0.604417,0.319192,1.690084,2.761825,6.157222,0.503288,0.696542,1.57092,2.300723,2.05111,3.833576,6.086371,3.524106
2003-07-16,0.586444,4.024994,17.461566,0.439632,,,,1.133324,0.390338,0.025279,0.598136,3.469192,,,,,0.612282,0.274952,1.701849,2.825823,6.347811,0.492294,0.654575,1.476532,2.319088,2.160615,3.98721,6.189563,3.576834
2003-07-17,0.686401,4.056893,17.496248,0.442868,,,,1.132619,0.555966,0.043072,0.741319,3.584778,,,,,0.646887,0.279999,1.701234,2.85578,6.41042,0.492884,0.639883,1.49606,2.355956,2.221895,4.018429,6.264806,3.599204
2003-07-18,0.737284,4.100727,17.542849,0.439304,,,,1.190229,0.601197,0.125563,0.772275,3.588809,,,,,0.654696,0.270697,1.718153,2.896576,6.481662,0.491095,0.645422,1.497327,2.357015,2.246515,4.065107,6.280174,3.646201
2003-07-21,0.862084,4.11121,18.445506,0.455718,,,,1.168584,0.82079,0.130849,0.826431,3.577587,,,,,0.675611,0.130255,1.694923,2.893045,6.550655,0.416581,0.488421,1.256724,2.318348,2.248893,4.100209,6.20065,3.645949
2003-07-22,0.788955,4.144757,18.265814,0.461499,,,,1.198025,0.681087,0.15415,0.838053,3.627005,,,,,0.685793,0.108515,1.674826,2.929864,6.56721,0.420672,0.456166,1.204256,2.292624,2.278604,4.132784,6.240011,3.679457
2003-07-23,0.794286,4.171229,18.078386,0.441681,,,,1.279146,0.639708,0.170516,0.83319,3.634131,,,,,0.635588,0.16049,1.694833,2.960319,6.572902,0.486552,0.49776,1.296447,2.311215,2.247563,4.141667,6.300084,3.720398
2003-07-24,0.912673,4.138444,18.154434,0.459123,,,,1.344462,0.786217,0.390022,0.907897,3.634257,,,,,0.644801,0.112023,1.62484,2.942373,6.554991,0.455603,0.450817,1.194209,2.273949,2.225126,4.127455,6.125113,3.697558
2003-07-25,0.924118,4.152899,18.109691,0.452656,,,,1.360147,0.795523,0.39232,0.935255,3.640709,,,,,0.646853,0.115379,1.634366,2.964217,6.564964,0.456073,0.455289,1.198485,2.2895,2.241734,4.137198,6.147542,3.715914
2003-07-28,0.948849,4.152646,18.595201,0.466702,,,,1.350189,0.842619,0.391561,0.980991,3.638212,,,,,0.652093,-0.0221,1.605453,2.994424,6.533991,0.403423,0.302048,0.907803,2.210829,2.237265,4.142496,6.005862,3.741736
2003-07-29,0.948629,4.019356,18.53557,0.462851,,,,1.373298,0.828184,0.381629,0.983994,3.641087,,,,,0.684463,-0.224371,1.444284,2.870502,6.37149,0.284226,0.064008,0.556422,2.032037,2.104265,4.051886,5.940866,3.53769
2003-07-30,0.920326,3.990131,17.794148,0.460035,,,,1.373978,0.780727,0.384486,0.909361,3.617509,,,,,0.677233,-0.162754,1.448384,2.856116,6.286704,0.319483,0.119008,0.67569,2.058089,2.052386,3.987614,5.959651,3.541774
2003-07-31,0.933406,3.706023,17.358076,0.449576,1.476237,1.269113,-0.523034,1.311757,0.840644,0.376876,0.857717,3.575132,0.443077,0.16052,0.354197,0.645401,0.679977,-0.479505,1.094582,2.565358,6.076922,0.124674,-0.204353,0.12569,1.701184,1.772155,3.697852,5.922109,3.205525
2003-08-01,0.803328,3.843089,16.835249,0.432835,,,,1.292962,0.634041,0.368312,0.837023,3.573123,,,,,0.558566,-0.621546,1.182583,2.657693,6.167648,0.077637,-0.268881,-0.082897,1.550962,1.859651,3.882174,6.070063,3.280779
2003-08-04,0.856308,3.763539,16.364739,0.420467,,,,1.293324,0.723599,0.359915,0.841573,3.57938,,,,,0.562864,-0.683377,1.117906,2.612033,5.989957,0.066533,-0.335657,-0.166027,1.496765,1.696681,3.714059,6.079234,3.29248
2003-08-05,0.852551,3.707432,16.727558,0.416926,,,,1.271159,0.729986,0.362024,0.760467,3.566483,,,,,0.48949,-0.433646,1.066747,2.566422,6.01057,0.083342,-0.22443,0.131806,1.840961,1.804423,3.699585,5.983096,3.192637
2003-08-06,0.734454,3.665879,15.646857,0.42492,,,,1.269348,0.533674,0.353996,0.742851,3.581211,,,,,0.507194,-0.263221,1.116299,2.555552,5.907968,0.118342,-0.145712,0.335631,2.05997,1.857169,3.58495,6.020435,3.225685
2003-08-07,0.770769,3.704951,15.238334,0.418958,,,,1.319859,0.564539,0.35924,0.745304,3.596304,,,,,0.528275,-0.161149,1.179556,2.608186,5.986935,0.129534,-0.093681,0.476432,2.211513,1.96684,3.62667,6.011063,3.272963
2003-08-08,0.80194,3.693504,15.299392,0.431705,,,,1.342451,0.604157,0.354182,0.752028,3.605722,,,,,0.557349,-0.139374,1.185341,2.608169,6.047272,0.13363,-0.058354,0.529102,2.252664,1.930552,3.592127,6.010673,3.288106
